ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
763,1662,network,8.37,3,Blue screen error on startup.
764,1189,network,5.44,5,Application crashing during use.
765,1735,hardware,8.65,2,VPN connection dropping intermittently.
766,1036,network,11.49,2,Application crashing during use.
767,1779,hardware,9.86,2,Blue screen error on startup.
768,1368,software,4.33,4,Frequent disconnections from corporate network.
769,1694,hardware,11.22,1,Need assistance updating antivirus software.
770,1524,software,4.71,4,VPN connection dropping intermittently.
771,1278,network,8.69,3,Need assistance updating antivirus software.
772,1216,software,3.73,5,Printer not responding to print commands.
773,1866,network,7.85,3,Application crashing during use.
774,1872,software,4.04,3,Frequent disconnections from corporate network.
775,1797,hardware,4.59,5,Printer not responding to print commands.
776,1272,network,8.96,3,Laptop overheating and shutting down.
777,1880,software,3.15,5,Application crashing during use.
778,1061,software,4.75,3,Blue screen error on startup.
779,1595,hardware,12.78,1,Frequent disconnections from corporate network.
780,1879,software,2.75,5,VPN connection dropping intermittently.
781,1728,network,9.21,1,Frequent disconnections from corporate network.
782,1341,software,4.55,4,Application crashing during use.
783,1396,network,6.07,3,Software installation fails with error code.
784,1698,software,8.03,4,Printer not responding to print commands.
785,1018,hardware,10,2,Frequent disconnections from corporate network.
786,1176,software,4.15,3,Need assistance updating antivirus software.
787,1611,hardware,7.66,3,Printer not responding to print commands.
788,1395,network,9.76,3,Need assistance updating antivirus software.
789,1444,software,4.08,4,Frequent disconnections from corporate network.
790,1232,hardware,12.27,1,Software installation fails with error code.
791,1914,network,8,3,Printer not responding to print commands.
792,1075,hardware,13.35,1,Blue screen error on startup.
793,1264,network,5.91,3,Printer not responding to print commands.
794,1454,software,3.65,4,VPN connection dropping intermittently.
795,1795,hardware,9.16,2,Frequent disconnections from corporate network.
796,1717,software,4.7,3,Laptop overheating and shutting down.
797,1734,network,7.29,4,Application crashing during use.
798,1383,software,8.95,2,Unable to connect to WiFi network.
799,1563,software,8.09,2,Keyboard keys not working properly.
800,1850,hardware,10.9,1,Laptop overheating and shutting down.
801,1505,software,5.63,3,Need assistance updating antivirus software.
802,1366,software,4.65,4,Blue screen error on startup.
803,1143,software,3.43,5,Blue screen error on startup.
804,1884,software,4.73,3,Keyboard keys not working properly.
805,1068,software,6.16,3,Software installation fails with error code.
806,1098,software,6.96,4,VPN connection dropping intermittently.
807,1395,hardware,12.99,1,Application crashing during use.
808,1024,software,2.74,5,Laptop overheating and shutting down.
809,1947,software,4.57,4,Unable to connect to WiFi network.
810,1890,network,5.06,4,Printer not responding to print commands.
811,1468,network,10.34,2,Keyboard keys not working properly.
812,1483,network,7.18,3,Software installation fails with error code.
813,1564,network,7.91,4,Blue screen error on startup.
814,1150,software,5.72,3,Unable to connect to WiFi network.
815,1143,software,9.15,1,Blue screen error on startup.
816,1568,software,5.4,3,Frequent disconnections from corporate network.
817,1038,hardware,9.29,1,Keyboard keys not working properly.
818,1108,hardware,6.28,3,Software installation fails with error code.
819,1692,hardware,14.38,2,Printer not responding to print commands.
820,1041,software,4.73,4,Need assistance updating antivirus software.
821,1185,software,7.49,4,Software installation fails with error code.
822,1934,software,6.66,3,Application crashing during use.
823,1397,network,7.07,2,Printer not responding to print commands.
824,1222,software,2.91,5,Laptop overheating and shutting down.
825,1633,hardware,10.82,3,Software installation fails with error code.
826,1132,hardware,8.16,3,Printer not responding to print commands.
827,1162,network,8.08,3,Laptop overheating and shutting down.
828,1214,software,6.57,5,Software installation fails with error code.
829,1732,hardware,5.04,4,Unable to connect to WiFi network.
830,1234,network,8.53,2,Need assistance updating antivirus software.
831,1842,software,6.14,5,Unable to connect to WiFi network.
832,1657,hardware,12.42,2,Application crashing during use.
833,1750,software,2.95,4,Printer not responding to print commands.
834,1587,network,8.84,3,Laptop overheating and shutting down.
835,1008,software,6.81,4,Frequent disconnections from corporate network.
836,1073,hardware,11.03,3,Software installation fails with error code.
837,1953,software,4.83,3,Frequent disconnections from corporate network.
838,1491,network,10.28,3,Software installation fails with error code.
839,1912,software,3.96,5,Application crashing during use.
840,1252,software,2.71,5,Frequent disconnections from corporate network.
841,1229,software,4.7,3,Laptop overheating and shutting down.
842,1518,software,5.8,4,VPN connection dropping intermittently.
843,1173,network,10.08,3,Unable to connect to WiFi network.
844,1652,hardware,11.59,1,Laptop overheating and shutting down.
845,1167,network,9.67,1,Blue screen error on startup.
846,1169,software,6.57,4,Keyboard keys not working properly.
847,1392,network,7.32,3,Application crashing during use.
848,1945,software,4.78,3,Need assistance updating antivirus software.
849,1794,software,6.93,4,Software installation fails with error code.
850,1633,software,3.18,5,Laptop overheating and shutting down.
851,1193,network,8.86,2,Frequent disconnections from corporate network.
852,1516,software,3.92,5,Keyboard keys not working properly.
853,1028,network,10.2,1,VPN connection dropping intermittently.
854,1164,software,4.97,4,Blue screen error on startup.
855,1421,hardware,10.02,2,Frequent disconnections from corporate network.
856,1338,software,7.59,3,Unable to connect to WiFi network.
857,1647,software,3.39,5,VPN connection dropping intermittently.
858,1495,software,5.32,3,Keyboard keys not working properly.
859,1364,network,7.64,4,Printer not responding to print commands.
860,1832,software,5.8,4,Printer not responding to print commands.
861,1341,software,7.89,3,Keyboard keys not working properly.
862,1499,software,4.09,4,Printer not responding to print commands.
863,1656,network,5.61,4,Application crashing during use.
864,1510,hardware,7.57,2,Laptop overheating and shutting down.
865,1326,software,4.65,3,Software installation fails with error code.
866,1216,hardware,10.19,1,Laptop overheating and shutting down.
867,1300,software,5.17,4,Blue screen error on startup.
868,1131,software,7.7,2,Laptop overheating and shutting down.
869,1803,network,11.25,1,Laptop overheating and shutting down.
870,1069,network,10.61,2,Unable to connect to WiFi network.
871,1251,hardware,17.54,1,Software installation fails with error code.
872,1414,network,9.65,2,Laptop overheating and shutting down.
873,1786,hardware,13.33,1,Software installation fails with error code.
874,1444,software,6.21,3,Need assistance updating antivirus software.
875,1875,network,9.28,1,Printer not responding to print commands.
876,1181,network,8.79,2,Frequent disconnections from corporate network.
877,1166,network,7.21,4,Unable to connect to WiFi network.
878,1090,hardware,6.26,4,Printer not responding to print commands.
879,1713,software,4.8,3,Software installation fails with error code.
880,1857,software,5.85,3,Printer not responding to print commands.
881,1530,software,5.11,4,Laptop overheating and shutting down.
882,1038,network,5.87,3,Frequent disconnections from corporate network.
883,1125,software,4.75,3,Laptop overheating and shutting down.
884,1450,network,7.56,3,Blue screen error on startup.
885,1172,hardware,9.81,3,Laptop overheating and shutting down.
886,1652,software,5.74,4,Frequent disconnections from corporate network.
887,1753,software,6.06,4,VPN connection dropping intermittently.
888,1219,software,4.25,5,Need assistance updating antivirus software.
889,1637,software,6.47,3,Software installation fails with error code.
890,1057,hardware,13.39,3,Need assistance updating antivirus software.
891,1659,software,5.48,4,Blue screen error on startup.
892,1475,network,9.33,1,Need assistance updating antivirus software.
893,1455,software,6.48,5,Printer not responding to print commands.
894,1828,network,5.8,3,Keyboard keys not working properly.
895,1894,network,10.11,1,Unable to connect to WiFi network.
896,1360,hardware,7.63,3,Frequent disconnections from corporate network.
897,1934,software,3.96,5,Unable to connect to WiFi network.
898,1000,hardware,10.59,1,Frequent disconnections from corporate network.
899,1386,software,1.78,4,Software installation fails with error code.
900,1972,software,5.26,4,Need assistance updating antivirus software.
901,1347,network,9.96,2,Software installation fails with error code.
902,1189,network,4.71,4,Laptop overheating and shutting down.
903,1504,hardware,13.27,3,Laptop overheating and shutting down.
904,1190,software,3.95,5,Unable to connect to WiFi network.
905,1507,hardware,10.62,1,Application crashing during use.
906,1368,software,4.17,4,Application crashing during use.
907,1408,network,9.15,2,Keyboard keys not working properly.
908,1823,software,6.54,3,Application crashing during use.
909,1928,software,5.97,3,Blue screen error on startup.
910,1933,network,7.99,4,Printer not responding to print commands.
911,1116,hardware,8.57,4,Printer not responding to print commands.
912,1133,software,4.9,4,Laptop overheating and shutting down.
913,1057,network,9.31,1,Application crashing during use.
914,1555,software,6.04,5,Keyboard keys not working properly.
915,1684,hardware,11.65,3,Frequent disconnections from corporate network.
916,1671,network,5.43,4,Laptop overheating and shutting down.
917,1172,hardware,9.93,3,Software installation fails with error code.
918,1828,network,6.73,5,Application crashing during use.
919,1814,software,6,5,Laptop overheating and shutting down.
920,1148,software,3.85,5,Application crashing during use.
921,1079,software,5.68,4,Blue screen error on startup.
922,1885,software,4.58,4,Keyboard keys not working properly.
923,1212,software,2.18,5,Unable to connect to WiFi network.
924,1202,software,6.4,4,VPN connection dropping intermittently.
925,1763,software,4.96,4,Keyboard keys not working properly.
926,1228,network,10.55,3,Application crashing during use.
927,1675,hardware,5,4,Software installation fails with error code.
928,1226,software,4.56,4,Software installation fails with error code.
929,1658,hardware,9.35,1,Unable to connect to WiFi network.
930,1531,network,8.54,3,Need assistance updating antivirus software.
931,1440,software,3.01,5,Software installation fails with error code.
932,1401,software,5.82,3,Laptop overheating and shutting down.
933,1046,software,7.87,3,Software installation fails with error code.
934,1232,software,5.71,3,VPN connection dropping intermittently.
935,1304,network,8.19,2,Unable to connect to WiFi network.
936,1525,software,2.93,5,Laptop overheating and shutting down.
937,1142,software,3.84,4,Application crashing during use.
938,1414,network,7.89,2,Keyboard keys not working properly.
939,1512,software,4.21,3,Unable to connect to WiFi network.
940,1372,software,6.54,3,VPN connection dropping intermittently.
941,1565,network,9.07,2,Printer not responding to print commands.
942,1885,hardware,18.08,1,VPN connection dropping intermittently.
943,1258,hardware,7.06,4,Frequent disconnections from corporate network.
944,1655,software,5.05,3,Frequent disconnections from corporate network.
945,1470,network,5.23,3,Printer not responding to print commands.
946,1952,software,1.67,5,Blue screen error on startup.
947,1970,software,6.08,4,Software installation fails with error code.
948,1011,software,5.74,4,Keyboard keys not working properly.
949,1329,software,3.72,5,Need assistance updating antivirus software.
950,1735,software,5.14,4,Need assistance updating antivirus software.
951,1783,software,4.06,4,Keyboard keys not working properly.
952,1967,software,4.26,4,VPN connection dropping intermittently.
953,1357,software,4.52,5,Printer not responding to print commands.
954,1971,hardware,7.31,2,Printer not responding to print commands.
955,1407,software,3.93,4,Application crashing during use.
956,1667,software,3.97,5,Unable to connect to WiFi network.
957,1372,hardware,11.27,1,Laptop overheating and shutting down.
958,1007,software,1,5,Frequent disconnections from corporate network.
959,1121,software,4.66,4,Need assistance updating antivirus software.
960,1347,software,3.37,4,Software installation fails with error code.
961,1675,software,3.42,5,Laptop overheating and shutting down.
962,1089,hardware,8.42,4,VPN connection dropping intermittently.
963,1647,software,4.98,3,Application crashing during use.
964,1697,hardware,9.36,3,Laptop overheating and shutting down.
965,1315,network,5.87,3,Application crashing during use.
966,1177,network,9.44,1,Need assistance updating antivirus software.
967,1539,software,3.65,5,Need assistance updating antivirus software.
968,1731,network,6.53,4,Software installation fails with error code.
969,1868,network,8.57,2,Printer not responding to print commands.
970,1040,software,5.48,3,VPN connection dropping intermittently.
971,1739,network,6.78,4,Blue screen error on startup.
972,1703,network,2.13,4,Keyboard keys not working properly.
973,1922,hardware,7.34,3,Software installation fails with error code.
974,1501,network,8.32,3,Need assistance updating antivirus software.
975,1958,software,6.03,3,Unable to connect to WiFi network.
976,1144,software,4.88,4,Printer not responding to print commands.
977,1200,hardware,8.56,4,Keyboard keys not working properly.
978,1928,network,12.59,1,Unable to connect to WiFi network.
979,1723,hardware,8.88,2,Software installation fails with error code.
980,1460,software,5.92,3,Laptop overheating and shutting down.
981,1731,software,3,5,Blue screen error on startup.
982,1751,software,3.36,5,Application crashing during use.
983,1924,hardware,11.94,1,Keyboard keys not working properly.
984,1908,software,6.57,3,Keyboard keys not working properly.
985,1557,software,4.42,4,Software installation fails with error code.
986,1546,software,2.23,5,Keyboard keys not working properly.
987,1252,software,4.75,3,Application crashing during use.
988,1389,hardware,10.57,3,Application crashing during use.
989,1593,network,8.2,2,Unable to connect to WiFi network.
990,1882,hardware,8.31,3,Laptop overheating and shutting down.
991,1255,network,7.69,3,Application crashing during use.
992,1708,network,6.5,,Blue screen error on startup.
993,1814,network,5.78,3,Keyboard keys not working properly.
994,1920,software,6.13,4,Unable to connect to WiFi network.
995,1449,software,5.15,3,Need assistance updating antivirus software.
996,1009,network,7.7,2,Unable to connect to WiFi network.
997,1823,network,6.99,4,Blue screen error on startup.
998,1797,hardware,9.46,2,Printer not responding to print commands.
999,1241,hardware,10.48,1,Unable to connect to WiFi network.
1000,1250,hardware,15.19,1,Need assistance updating antivirus software.
1001,1876,hardware,11.96,3,Application crashing during use.
1002,1004,software,4,5,Frequent disconnections from corporate network.
1003,1118,network,6.69,3,Frequent disconnections from corporate network.
1004,1800,software,3.78,5,Frequent disconnections from corporate network.
1005,1373,software,4.7,4,Printer not responding to print commands.
1006,1064,network,6.38,4,Need assistance updating antivirus software.
1007,1145,software,5.71,5,Blue screen error on startup.
1008,1223,network,2.71,4,Software installation fails with error code.
1009,1238,software,5.8,4,Frequent disconnections from corporate network.
1010,1176,software,5.41,4,Software installation fails with error code.
1011,1778,software,6.89,4,Printer not responding to print commands.
1012,1852,software,6.32,4,Software installation fails with error code.
1013,1281,software,3.97,5,Keyboard keys not working properly.
1014,1062,network,9.53,1,Printer not responding to print commands.
1015,1216,network,7.66,2,Software installation fails with error code.
1016,1853,hardware,4.2,3,Unable to connect to WiFi network.
1017,1826,software,5.24,5,Frequent disconnections from corporate network.
1018,1794,network,6.75,4,Laptop overheating and shutting down.
1019,1688,hardware,10,2,VPN connection dropping intermittently.
1020,1460,network,11.3,1,Printer not responding to print commands.
1021,1928,software,5.34,5,Application crashing during use.
1022,1609,network,5.97,5,VPN connection dropping intermittently.
1023,1104,software,6.45,4,Blue screen error on startup.
1024,1098,software,5.54,3,Printer not responding to print commands.
1025,1510,network,5.73,3,Printer not responding to print commands.
1026,1384,hardware,5.18,4,Software installation fails with error code.
1027,1404,software,3.53,5,Printer not responding to print commands.
1028,1822,network,9.67,1,Frequent disconnections from corporate network.
1029,1517,network,7.4,,Need assistance updating antivirus software.
1030,1475,network,8.16,2,Need assistance updating antivirus software.
1031,1976,network,5.32,4,Blue screen error on startup.
1032,1708,software,6.29,4,Keyboard keys not working properly.
1033,1862,hardware,3.95,4,Laptop overheating and shutting down.
1034,1644,software,4.02,4,Keyboard keys not working properly.
1035,1869,network,8.84,2,Frequent disconnections from corporate network.
1036,1770,network,5.75,3,Frequent disconnections from corporate network.
1037,1436,network,9.23,3,Unable to connect to WiFi network.
1038,1022,software,3.7,4,Need assistance updating antivirus software.
1039,1996,software,3.16,5,VPN connection dropping intermittently.
1040,1564,network,10.57,1,Application crashing during use.
1041,1676,software,5.23,3,Printer not responding to print commands.
1042,1713,hardware,11.56,1,Laptop overheating and shutting down.
1043,1457,software,6.53,3,Application crashing during use.
1044,1082,hardware,2.14,5,Keyboard keys not working properly.
1045,1144,software,5.95,3,Application crashing during use.
1046,1084,software,3.86,5,Unable to connect to WiFi network.
1047,1077,software,4.06,3,Laptop overheating and shutting down.
1048,1456,software,5.66,3,Laptop overheating and shutting down.
1049,1877,network,7.27,2,Unable to connect to WiFi network.
1050,1000,software,5.89,5,Frequent disconnections from corporate network.
1051,1050,network,7.92,3,Unable to connect to WiFi network.
1052,1684,software,5.25,4,Frequent disconnections from corporate network.
1053,1716,network,7.02,2,VPN connection dropping intermittently.
1054,1771,hardware,6.81,5,Blue screen error on startup.
1055,1445,software,3.89,4,Frequent disconnections from corporate network.
1056,1448,software,4.85,3,Application crashing during use.
1057,1880,network,11.67,2,Frequent disconnections from corporate network.
1058,1487,hardware,14.42,1,Blue screen error on startup.
1059,1799,hardware,8.04,4,Keyboard keys not working properly.
1060,1033,software,5.09,3,Printer not responding to print commands.
1061,1347,network,7.42,4,Unable to connect to WiFi network.
1062,1094,software,5.2,4,Printer not responding to print commands.
1063,1071,network,8.52,3,Unable to connect to WiFi network.
1064,1550,network,9.06,1,VPN connection dropping intermittently.
1065,1153,software,1,4,Need assistance updating antivirus software.
1066,1249,software,5.55,5,Application crashing during use.
1067,1673,software,4.4,3,Application crashing during use.
1068,1437,hardware,7.89,3,Keyboard keys not working properly.
1069,1117,software,6.19,5,Need assistance updating antivirus software.
1070,1770,software,7.2,2,Need assistance updating antivirus software.
1071,1890,software,6.03,4,Unable to connect to WiFi network.
1072,1305,hardware,8.44,3,Application crashing during use.
1073,1267,network,5.85,3,Application crashing during use.
1074,1960,hardware,1,4,Need assistance updating antivirus software.
1075,1053,hardware,10.55,1,Unable to connect to WiFi network.
1076,1235,network,9.16,1,Frequent disconnections from corporate network.
1077,1388,software,4.85,4,Frequent disconnections from corporate network.
1078,1989,hardware,12.8,1,Blue screen error on startup.
1079,1733,software,3.02,5,Software installation fails with error code.
1080,1762,hardware,9.49,1,Laptop overheating and shutting down.
1081,1824,hardware,9.25,2,VPN connection dropping intermittently.
1082,1400,software,4.83,4,Unable to connect to WiFi network.
1083,1623,software,6.75,3,Frequent disconnections from corporate network.
1084,1766,hardware,9.69,1,Keyboard keys not working properly.
1085,1302,software,4.56,4,Laptop overheating and shutting down.
1086,1918,network,6.13,5,Laptop overheating and shutting down.
1087,1206,network,10.66,1,Laptop overheating and shutting down.
1088,1228,software,2.85,5,Need assistance updating antivirus software.
1089,1852,hardware,8.34,2,Blue screen error on startup.
1090,1909,hardware,15.08,1,Keyboard keys not working properly.
1091,1577,software,5.7,4,Software installation fails with error code.
1092,1074,network,7.96,4,Keyboard keys not working properly.
1093,1434,network,8.04,2,Keyboard keys not working properly.
1094,1102,hardware,7.16,4,Unable to connect to WiFi network.
1095,1421,network,7.86,2,Blue screen error on startup.
1096,1703,network,7.3,3,Printer not responding to print commands.
1097,1763,network,8.36,3,Blue screen error on startup.
1098,1737,software,2.74,5,Printer not responding to print commands.
1099,1805,hardware,11.19,1,Software installation fails with error code.
1100,1305,network,10.03,1,Unable to connect to WiFi network.
1101,1097,software,4.69,4,Need assistance updating antivirus software.
1102,1849,software,5.97,4,Laptop overheating and shutting down.
1103,1797,hardware,10.93,1,Unable to connect to WiFi network.
1104,1334,network,6.78,5,Need assistance updating antivirus software.
1105,1858,software,3.41,5,Unable to connect to WiFi network.
1106,1434,software,3.62,5,Need assistance updating antivirus software.
1107,1446,hardware,10.88,1,Unable to connect to WiFi network.
1108,1993,software,4.92,3,Blue screen error on startup.
1109,1307,network,10.55,1,Blue screen error on startup.
1110,1248,software,6.19,4,Blue screen error on startup.
1111,1165,software,6.18,4,Laptop overheating and shutting down.
1112,1480,network,8.53,2,VPN connection dropping intermittently.
1113,1983,hardware,7.11,2,Application crashing during use.
1114,1334,network,8.65,2,Printer not responding to print commands.
1115,1541,software,5.1,4,Blue screen error on startup.
1116,1758,software,3.29,5,VPN connection dropping intermittently.
1117,1105,software,6.81,3,Printer not responding to print commands.
1118,1562,software,6.65,3,Unable to connect to WiFi network.
1119,1080,hardware,6.57,4,Software installation fails with error code.
1120,1132,software,4.04,3,Need assistance updating antivirus software.
1121,1796,software,4.18,3,VPN connection dropping intermittently.
1122,1899,software,5.91,3,Keyboard keys not working properly.
1123,1137,software,5.74,4,Frequent disconnections from corporate network.
1124,1183,network,8.09,3,VPN connection dropping intermittently.
1125,1400,software,5.41,4,Blue screen error on startup.
1126,1329,hardware,6.14,3,Blue screen error on startup.
1127,1784,network,8.76,3,VPN connection dropping intermittently.
1128,1507,software,4.85,3,Need assistance updating antivirus software.
1129,1851,hardware,7.96,4,Printer not responding to print commands.
1130,1983,network,4.93,4,Unable to connect to WiFi network.
1131,1068,software,5.04,4,Frequent disconnections from corporate network.
1132,1545,software,5.54,3,Unable to connect to WiFi network.
1133,1773,software,2.45,4,Laptop overheating and shutting down.
1134,1052,network,8.04,3,Need assistance updating antivirus software.
1135,1449,network,8.24,3,Blue screen error on startup.
1136,1204,software,4.17,3,Laptop overheating and shutting down.
1137,1125,hardware,11.14,3,Unable to connect to WiFi network.
1138,1746,software,4.8,5,Unable to connect to WiFi network.
1139,1042,software,5.42,4,Frequent disconnections from corporate network.
1140,1751,network,9.07,3,Application crashing during use.
1141,1970,software,5.8,3,Unable to connect to WiFi network.
1142,1882,network,10.03,1,Printer not responding to print commands.
1143,1110,hardware,11.01,1,Printer not responding to print commands.
1144,1760,hardware,8.57,3,VPN connection dropping intermittently.
1145,1662,software,4.03,3,Frequent disconnections from corporate network.
1146,1182,hardware,6.81,5,Frequent disconnections from corporate network.
1147,1847,network,8.3,2,Blue screen error on startup.
1148,1094,software,6.98,3,Unable to connect to WiFi network.
1149,1970,software,4.46,5,Application crashing during use.
1150,1373,hardware,11.35,1,Keyboard keys not working properly.
1151,1911,network,6.5,3,Laptop overheating and shutting down.
1152,1519,software,5.29,4,Frequent disconnections from corporate network.
1153,1899,hardware,13.78,1,VPN connection dropping intermittently.
1154,1359,network,9.37,1,VPN connection dropping intermittently.
1155,1899,software,2.64,4,Unable to connect to WiFi network.
1156,1695,software,5.86,4,Unable to connect to WiFi network.
1157,1280,software,5.92,5,Keyboard keys not working properly.
1158,1194,network,8.35,4,Software installation fails with error code.
1159,1863,network,9.34,1,Software installation fails with error code.
1160,1194,network,6.33,3,Unable to connect to WiFi network.
1161,1666,hardware,10.19,1,Need assistance updating antivirus software.
1162,1092,software,6.67,5,Printer not responding to print commands.
1163,1671,network,10.04,1,Printer not responding to print commands.
1164,1945,software,5.82,3,Keyboard keys not working properly.
1165,1060,software,3.68,5,Keyboard keys not working properly.
1166,1633,network,5.92,5,Blue screen error on startup.
1167,1050,software,5.17,3,Application crashing during use.
1168,1402,software,5.27,3,VPN connection dropping intermittently.
1169,1788,software,4.85,3,Printer not responding to print commands.
1170,1004,software,3.79,4,Need assistance updating antivirus software.
1171,1465,network,8.87,3,Unable to connect to WiFi network.
1172,1603,software,5.17,4,Frequent disconnections from corporate network.
1173,1681,software,5.43,4,Need assistance updating antivirus software.
1174,1828,software,5.89,3,Blue screen error on startup.
1175,1533,software,4.59,3,Need assistance updating antivirus software.
1176,1404,software,4.27,3,Frequent disconnections from corporate network.
1177,1837,hardware,13.32,1,Laptop overheating and shutting down.
1178,1512,software,3.86,5,Software installation fails with error code.
1179,1644,software,4.3,3,Laptop overheating and shutting down.
1180,1232,hardware,13.7,1,VPN connection dropping intermittently.
1181,1523,software,4.18,3,VPN connection dropping intermittently.
1182,1345,network,7.8,3,Printer not responding to print commands.
1183,1045,network,7.18,3,Frequent disconnections from corporate network.
1184,1545,network,4.43,5,VPN connection dropping intermittently.
1185,1944,hardware,9.63,1,Keyboard keys not working properly.
1186,1077,software,3.48,5,Printer not responding to print commands.
1187,1729,hardware,10.76,1,Blue screen error on startup.
1188,1812,software,6.66,3,Printer not responding to print commands.
1189,1922,software,1.68,5,Laptop overheating and shutting down.
1190,1072,network,7.19,2,Unable to connect to WiFi network.
1191,1793,software,5.68,4,Keyboard keys not working properly.
1192,1248,software,1.72,4,Keyboard keys not working properly.
1193,1046,hardware,14.01,2,Application crashing during use.
1194,1120,network,8.76,3,Keyboard keys not working properly.
1195,1213,software,6.62,5,Keyboard keys not working properly.
1196,1238,software,4.15,5,Laptop overheating and shutting down.
1197,1055,software,4.34,4,Need assistance updating antivirus software.
1198,1349,software,4.76,3,Keyboard keys not working properly.
1199,1106,software,8.21,3,Unable to connect to WiFi network.
1200,1830,network,10.64,2,Software installation fails with error code.
1201,1047,software,5.2,3,Laptop overheating and shutting down.
1202,1572,software,5.38,4,Laptop overheating and shutting down.
1203,1336,hardware,11.9,3,Need assistance updating antivirus software.
1204,1025,hardware,17.17,1,Application crashing during use.
1205,1803,software,5.57,3,Need assistance updating antivirus software.
1206,1256,network,8.09,4,Printer not responding to print commands.
1207,1007,hardware,8.98,2,Software installation fails with error code.
1208,1624,software,5.35,3,VPN connection dropping intermittently.
1209,1866,hardware,8.24,3,Blue screen error on startup.
1210,1252,network,8.99,2,VPN connection dropping intermittently.
1211,1691,software,2.85,5,Application crashing during use.
1212,1718,hardware,9.22,1,Application crashing during use.
1213,1302,hardware,12.2,1,Keyboard keys not working properly.
1214,1638,software,5.55,3,Need assistance updating antivirus software.
1215,1055,software,4.31,5,Printer not responding to print commands.
1216,1725,software,4.65,4,Keyboard keys not working properly.
1217,1525,network,10.07,1,Frequent disconnections from corporate network.
1218,1473,software,3.18,4,Printer not responding to print commands.
1219,1027,software,3.19,4,Application crashing during use.
1220,1982,hardware,7.21,3,Application crashing during use.
1221,1077,software,4.98,3,Laptop overheating and shutting down.
1222,1215,network,5.29,4,Frequent disconnections from corporate network.
1223,1385,network,9.91,,Keyboard keys not working properly.
1224,1364,software,3.61,5,Application crashing during use.
1225,1665,software,5.34,4,Frequent disconnections from corporate network.
1226,1525,software,4.13,4,Software installation fails with error code.
1227,1698,software,4.9,3,Blue screen error on startup.
1228,1311,hardware,5.19,4,Need assistance updating antivirus software.
1229,1882,hardware,13,2,Application crashing during use.
1230,1006,software,3.56,4,Software installation fails with error code.
1231,1002,hardware,6.8,5,Printer not responding to print commands.
1232,1622,software,8.57,2,Need assistance updating antivirus software.
1233,1918,software,5.83,3,Frequent disconnections from corporate network.
1234,1749,network,9.92,1,Need assistance updating antivirus software.
1235,1362,software,5.69,5,VPN connection dropping intermittently.
1236,1750,software,4.32,4,Laptop overheating and shutting down.
1237,1507,hardware,6.08,4,Frequent disconnections from corporate network.
1238,1273,software,4.55,3,Software installation fails with error code.
1239,1505,hardware,7.07,3,Application crashing during use.
1240,1805,software,3.62,5,Frequent disconnections from corporate network.
1241,1738,network,4.83,5,Unable to connect to WiFi network.
1242,1882,hardware,10.34,1,VPN connection dropping intermittently.
1243,1014,software,7.36,2,Software installation fails with error code.
1244,1191,software,5.84,3,Printer not responding to print commands.
1245,1984,software,4.84,5,Unable to connect to WiFi network.
1246,1630,network,7.92,3,Frequent disconnections from corporate network.
1247,1484,software,1,5,Laptop overheating and shutting down.
1248,1027,software,4.36,4,Unable to connect to WiFi network.
1249,1713,software,2.86,5,Need assistance updating antivirus software.
1250,1038,hardware,10.4,3,Frequent disconnections from corporate network.
1251,1952,software,4.61,4,Software installation fails with error code.
1252,1272,network,6.26,3,Frequent disconnections from corporate network.
1253,1230,software,5.17,3,Laptop overheating and shutting down.
1254,1085,hardware,10.31,3,Blue screen error on startup.
1255,1473,network,11.04,1,Need assistance updating antivirus software.
1256,1125,network,9.37,1,Application crashing during use.
1257,1811,network,8.43,3,Frequent disconnections from corporate network.
1258,1536,network,6.1,5,Laptop overheating and shutting down.
1259,1144,hardware,6.78,3,Unable to connect to WiFi network.
1260,1524,software,5.9,4,Unable to connect to WiFi network.
1261,1211,software,4.7,5,Software installation fails with error code.
1262,1024,software,5.37,4,Need assistance updating antivirus software.
1263,1579,software,6.47,3,Unable to connect to WiFi network.
1264,1393,hardware,5.46,5,Application crashing during use.
1265,1066,hardware,14.19,3,Blue screen error on startup.
1266,1232,software,6.45,5,Blue screen error on startup.
1267,1108,hardware,3.84,5,Software installation fails with error code.
1268,1145,software,8.53,2,Frequent disconnections from corporate network.
1269,1110,software,5.48,5,Unable to connect to WiFi network.
1270,1227,network,7.04,2,Laptop overheating and shutting down.
1271,1110,software,5.78,5,Printer not responding to print commands.
1272,1469,software,3.53,5,Blue screen error on startup.
1273,1033,hardware,11.64,2,Keyboard keys not working properly.
1274,1622,software,3.81,5,Software installation fails with error code.
1275,1775,hardware,16.06,2,Frequent disconnections from corporate network.
1276,1935,software,5.09,3,VPN connection dropping intermittently.
1277,1368,hardware,11.95,2,Software installation fails with error code.
1278,1747,software,3.82,4,Laptop overheating and shutting down.
1279,1594,software,6.22,4,Printer not responding to print commands.
1280,1553,software,4.98,3,Keyboard keys not working properly.
1281,1424,hardware,5.76,4,Blue screen error on startup.
1282,1612,network,7.52,4,Need assistance updating antivirus software.
1283,1517,hardware,15.79,3,Keyboard keys not working properly.
1284,1691,network,9.72,1,Blue screen error on startup.
1285,1281,software,4.43,4,VPN connection dropping intermittently.
